"Judul","Sinopsis","Genre"
"The Hazel Wood (The Hazel Wood #1)","Kematian Althea Proserpine seharusnya menjadi titik dimulainya hidup damai ibu adan anak, Ella dan Alice Proserpine. Tak dinyana, Ella menghilang tiba-tiba. Demi mencari ibunya, maka Alice memulai perjalanan epik untuk menguak mitos lama dari Hazel Wood, rumah lama milik Althea. Di balik bayangan pepohonan Hazel Wood yang penuh teka-teki dan rahasia, terdapat pintu menuju dunia penuh misteri. Alice harus memecahkan teka-teki keluarganya yang ganjil dan mengejar makhluk-makhluk mitos untuk mengungkap kebenaran di balik Hazel Wood.

Althea Proserpine membesarkan putrinya dalam dongeng. Dulunya dia bernama Anna Parks, salah satu pasukan pemimpi abad pertengahan yang datang ke Manhattan dengan banyaknya harapan yang dijejalkan ke dalam kopernya. Lalu dia menghilang. Kemudian dia kembali lalu mendapat ketenaran yang ganjil, berkilauan dari beberapa sisi, tapi gelap dari sisi yang lain. Sekarang dia menghilang lagi, kabur ke sebuah rumah bermenara jauh di dalam hutan gelap, tempat dia hidup bersama putrinya yang berusia lima tahun dan suaminya, seorang anggota kerajaan sungguhan—dia sungguh tak bisa berhenti dari dongeng. Ketika aku bicara dengannya di telepon, suaranya sama memikatnya seperti fotonya yang paling terkenal, foto dengan cincin dan rokok. Aku bertanya apakah aku bisa bicara dengannya secara langsung, dan tawanya seperti wiski panas di dalam es. “Kau akan tersesat dalam perjalanan mencariku,” katanya. “Kau akan butuh remahan roti, atau segulung benang.” —“Ratu Hinterland,” Vanity Fair, 198

Selling Point:
The Hazel Wood akan membawa pembaca masuk ke dalam labirin keajaiban dan bahaya, sekaligus menghadirkan kisah yang tak terlupakan tentang keluarga, mitos, dan harga yang harus dibayar untuk sebuah kebenaran.","Fantasi"
"Black Powder War (Temeraire #3)","Black Poeder War (Temeraire #3) Pertempuran dalam Kabut Kelabu Setelah petualangan penting mereka di Tiongkok, Kapten Will Laurence dan naganya yang luar biasa, Temeraire, diadang oleh utusan misterius yang membawa perintah baru dan mendesak dari Inggris. Tiga telur naga yang berharga telah dibeli dari Kesultanan Ottoman, dan Laurence serta Temeraire harus memutar ke Istanbul untuk mengawal kargo berharga tersebut kembali ke Inggris. Waktu sangat penting jika telur ingin dibawa pulang sebelum menetas. 

Namun, bencana mengancam misi ini—berkat intrik jahat naga Tiongkok, Lien, yang menyalahkan Temeraire atas kematian tuannya dan bersumpah untuk bersekutu dengan Napoleon demi melakukan pembalasan. Kemudian, dihadapkan pada pengkhianatan besar di tempat tak terduga, Laurence, Temeraire, dan pasukan mereka harus melancarkan serangan yang berani. Tapi seberapa besar peluang yang mereka miliki melawan kekuatan besar pasukan Bonaparte yang keras kepala?

Selling Point:
Dua tahun berlalu sejak buku kedua seri Temeraire: Throne of Jade diterbitkan kembali. Kini, saatnya untuk melanjutkan petualangan bersama Will Laurence dan naga kesayangannya, Temeraire. Laurence dan rombongannya yang hendak kembali malah harus berbelok, singgah ke Turki, untuk perintah yang tiba-tiba datang untuk mereka. Ada beberapa telur naga lain yang harus mereka bawa demi kepentingan Inggris. Meski sudah ingin sekali pulang, tapi mau tak mau, mereka menjalankan perintah itu. Perjalanan Laurence dan krunya tentu saja tidak mulus. Mereka teradang di sana-sini, dan akhirnya bergabung dengan Prusia untuk melawan Napoleon. Yap, Napoleon yang pengen banget meluaskan kekuasaannya. Ada bagian-bagian yang mengharukan juga di buku ketiga ini—bukan romansa ya, tentu bukan—mengenai tim dan kerja sama tim. Ditambah covernya yang apik, tentuk novel ini harus dikoleksi.","Fantasi"
"Rigel Sang Penyelamat: Planet Misterius","Rigel, seorang anak laki-laki berusia delapan tahun, hidup di sebuah keluarga yang sederhana. Dia anak yang pintar, meski terkadang agak ceroboh. Namun, dia bukan anak manusia seutuhnya. Ada yang tersembunyi dalam dirinya. Semuanya bermula ketika Rigel tengah bermain dengan riang gembira di hangat sinar matahari, hingga sebuah peristiwa ganjil mengubah seluruh hidupnya. Di balik hutan misterius, Rigel menemukan sebuah planet fantastis, yang tidak pernah terbayangkan oleh siapa pun. 

Namun, kehadiran para monster jahat mengancam kehidupan planet itu. Waktunya nyaris habis. Rigel harus melawan para monster demi melindungi planet itu. Dia membutuhkan beberapa teman untuk membantunya, tapi teman seperti apa? Mampukah Rigel menyelamatkan planet misterius itu?

Selling Point:
- Merupakan novel anak bergenre fantasi 
- Narasi yang magis dan tokoh monster-monster yang mindblowing. 
- Cerita ringan dan mudah dipahami pembaca

Profil Penulis:
DeLiang Al-Farabi adalah seorang penulis fiksi Indonesia yang lahir di Jakarta pada tahun 1995. Ia meraih gelar sarjana di bidang Sastra Inggris dari Universitas Indonesia.

DeLiang mulai menulis sejak kecil. Ia suka membaca buku-buku cerita dan sering berkhayal tentang dunia fantasi. Setelah lulus kuliah, ia memutuskan untuk fokus menulis fiksi.

DeLiang telah menerbitkan empat buku fiksi, yaitu:
The Boy Who Became a Fairy - Rigel: Collection 1: Two Books in One (2022)
Rigel - the Last Guardian: a Mysterious Plane (2022)
A Tale of J - Weird Family (2023)
Stories of the Worst Bullies in the History - Vol. 1 - Weird Family, A Tale of J: Quirky Friends (2023)","Fantasi"
"Grebekan Di Hotel Tiga Mawar","Larik-larik panjang air hujan yang sedang tercurah terlihat keperakan dalam sorot lampu-lampu depan mobil. Kabut menyebar bergumpal-gumpal, terasa menggosok kulit muka. Ada pawai payung di sepanjang trotoar. Ada mobil-mobil di tengah jalan, beberapa kereta kuda, dan trem yang sarat penumpang. Pada pukul enam sore, Milan diselimuti kegelapan pada hari-hari pertama di bulan Desember.

Tiga orang perempuan berlari cepat, seperti didorong embusan angin kencang, mencari celah yang memungkinkan untuk menerobos kerumunan para pejalan kaki. Ketiganya berbaju hitam-hitam, mode zaman awal perang, dan topi topi berkasa kecil yang mereka kenakan bertabur mutiara. Tangan-tangan mereka terbungkus sarung tangan yang separuhnya berjaring-jaring, dan menggenggam gagang payung dengan cara yang sama, tangan kanan mereka berjari kurus-kurus-mencengkeramnya seperti sedang memegang pentungan. Perawakan mereka bungkuk, mata mereka terang dan waspada, dan dengan dagu dan hidung terdongak ketiga perempuan itu seperti sedang membelah kerumunan orang kabut tebal, dan derasnya hujan. 

Pikiran De Vincenzi berkelana. Dia kembali mengurutkan linimasa. Layng telah dibunuh pada suatu waktu yang belum dispesifikkan, pada Senin pagi, dan tidak mungkin selewat sore hari, bahkan jika perhitungan dokter itu keliru. Jadi, bagaimana jasadnya tetap tersembunyi di dalam kamar itu tanpa seorang pun menemukannya? Apakah bisa dipercaya bahwa tidak satupun pembantu yang telah memasuki kamar itu seharian, bahwa tidak seorang pun mencermati bahwa Douglas telah raib dan tidak seorang pun mencarinya? Dia tidak turun sarapan. Tidak seorang pun melihatnya, tidak seperti rutinitas normal, dan tidak seorang pun mencemaskannya. Akan tetapi, andai benar seperti itu situasinya, bagaimana bisa pembunuhnya sudah memperhitungkan sebelum itu terjadi, dan bagaimana dia bisa mengabaikan risiko ketahuan saat melakukan penusukan? 

Kasus De Vincenzi kali ini memakan cukup banyak korban bahkan hingga di menit-menit terakhir. Siapa yang punya motif paling kuat dan apa tujuannya?

Tahun Terbit : Cetakan Pertama, 2023","Fantasi"
"The Enchanted Garden 2: Misi Penyelamatan Pak Bovist","Tilda dan Anni sangat gembira karena Pak Bovist ingin mengenalkan dan melatih mereka menjadi pembudidaya tanaman-tanaman ajaib. Namun, Gunnar muncul dan menuntut haknya atas kebun, tanaman ajaib, dan buku sihir keluarga. Dia bahkan tidak ragu untuk mencul","Fantasi"
"Tukar Tambah Nasib","“Selamat datang di Toko Tukar Tambah Nasib. Kamu bisa memperbaiki hidupmu dan menukarnya dengan kehidupan orang lain yang ingin kamu jalani. Sudah puaskah kamu dengan hidupmu? Datanglah ke toko kami.”

Toko Tukar Tambah Nasib memberi kesempatan bagus kepada orang-orang yang tidak puas dengan hidupnya. Salah satunya adalah Naya Saura, seorang pegawai minimarket yang hidupnya penuh luka dan ketidakberuntungan. Toko tersebut memberi Naya privilese untuk menjalani kehidupan seperti yang selama ini ia idam-idamkan: Lala (balerina ternama), Sato (direktur sebuah perusahaan kosmetik), Meri (istri pengusaha kaya dengan dua anak yang lucu-lucu), dan Riko (koki muda yang berlimpah harta).

Namun, ternyata tak ada kehidupan yang sesempurna dan berkilau kelihatannya. Ada syarat yang harus dipenuhi. Ketika Naya sadar bahwa setiap pertukaran nasib harus ditukar dengan sesuatu yang paling berharga, kehidupan siapakah yang akan ia pilih? Tukar Tambah Nasib memiliki premis cerdas serta mengandung butir-butir pemikiran berharga yang membuat kita merenung. Cerita ini pun diperkuat oleh penuturan yang matang, pas, tidak berlebihan, dan mampu memikat pembaca untuk mengikuti cerita. Sebuah cerita yang membuat kita merenung sepanjang jalan, ketika kita dibimbing penulis untuk melangkahi portal ajaib mempertanyakan nasib dan mungkin mengubahnya.

Tahun Terbit : Cetakan Pertama, November 2023","Fantasi"
"Ily","ALO. Namaku Seli. Aku minta maaf jika kalian menunggu lama untuk tahu lanjutan ceritaku. Tidak mudah mengirim kabar terbaru dari Klan Matahari Minor. Semoga kalian tetap setia mengikuti ceritaku. Jangan protes, bilang kelamaan menunggu, nanti aku sambar pakai petir, mau? Eh, maaf, hanya bergurau.

Omong-omong, apakah kalian sudah membaca bagian sebelumnya? Saat aku menerima pesan antarklan dunia paralel. Ternyata, salah satu pemimpin ekspedisi Aldebaran 40.000 tahun lalu, Cwaz, yang mengirimkan pesan itu kepadaku. Bukan melalui pesan teks, atau gambar, atau video, dia mengirimkannya lewat mimpi. Aduh, itu bukan pesan yang menyenangkan. Itu mimpi buruk. Tentang Ily.

Singkat cerita, karena mimpi buruk itu aku memutuskan mencari Ily-dan Raib otomatis ikut berangkat. Ali? Si Biang Kerok itu entah apa kabarnya di SagaraS. Tidak tahu. Kami mulai menemui Ilo dan Vey, lantas mendatangi lokasi pemakaman Ily yang kosong melompong.

Petualangan Raib dan Seli di klan Matahari Minor semakin genting.

Petualangan ini adalah jawaban. Atas pertanyaan-pertanyaan yang belum terjawab. Juga tentang kehilangan dan menemukan. Tentang memilih dan pengorbanan.

Petualangan ini juga adalah persimpangan. Apakah Raib dan Seli akan memilih jalan terbaik? Apakah mereka akan terus menjadi sahabat, atau membenci satu sama lain?

Lantas bagaimana dengan Ali? Apakah dia tidak ingin bergegas pulang ke klan Bumi bertemu dengan jutaan fans-nya?","Fantasi"
"A Venom Dark And Sweet","Kekaisaran Dàxi harus menghadapi upaya kudeta. Sang Pangeran Terbuang telah kembali untuk merebut kekuasaan, menduduki takhta naga setelah meracuni banyak orang, membuat rakyat terbelenggu rasa takut. Sebagai seorang peracik teh sihir yang dipercaya Putri Kekaisaran yang sah, Zhang Ning membantu sang putri melakukan perjalanan ke seantero kekaisaran untuk mencari pihak yang masih setia kepadanya. Namun, Ning menyadari bahwa ada masalah yang lebih fatal dari sekadar perebutan kursi kaisar. Malapetaka besar akan melingkupi Dàxi, sesuatu yang kuno dan gelap telah bangkit. Semua sihir yang ada di negeri ini mungkin tidak akan cukup untuk menghentikannya agar tidak melahap seisi dunia.... ---------------- Sebuah adaptasi kisah mitologi dan seni tradisional pembuatan teh dari Cina yang dilebur dengan dunia sihir, hingga terciptalah sebuah kisah fantasi yang memikat dan sepekat secangkir teh hangat.

Epilog:
Ketika kecil, Kang bermimpi untuk kembali ke istana. Seorang utusan akan tiba di Lǜzhou, bagaikan semburat warna cerah di tengah langit kelabu dan bebatuan hitam. Para pemusik memainkan nada ceria dan bergembira, panji-panji berkibar ditiup angin. Sebuah tandu mengantar seorang pejabat istana berjubah biru untuk berdiri di pantai berpasir tempat semua lamunan itu sering kali terbayang di depan Kang. Sang pejabat akan membuka gulungan berhias sulaman, yang berisi titah sang kaisar. Keluarga Kang akan diminta kembali ke Jia, status mereka akan dipulihkan, dan Kang akan kembali ke kehidupannya di tengah anak-anak di istana.

Namun, tidak ada utusan yang datang, impian masa kecil Kang sirna. Baru sekarang, ketika menunggu di depan gerbang utama istana, kenangan itu kembali kepadanya. Melingkupinya bagai angin utara yang pernah menerpanya, memenuhi hidungnya dengan aroma garam. Namun, Kang tahu seperti apa kenyataannya: rumah yang dia kenal semasa kanak kanak sudah lenyap. Tidak ada lagi ibu suri yang meminta pelayan dapur membawakan mereka manisan. Tidak ada lagi paman kaisar yang menunjukkan cara membuat kaligrafi di kanvas yang membentang. Tidak ada lagi putri yang membacakan risalah di depan guru mereka. Kang kembali ke sini di tengah hujan anak panah, tidak membawa apa-apa selain dusta dan kehancuran. Tak peduli seberapa besar dia ingin berpura-pura, dia tetap saja memiliki andil atas segala hal yang terjadi setelah ini.

Selling Point:
A Venom Dark and Sweet adalah sebuah novel fantasi yang memadukan unsur intrik politik, keluarga, persahabatan, dan romansa. sebuah kisah dengan alur cepat, deskripsi yang indah, dan riset yang mendalam. Buku pertamanya berjudul A Magic Steeped in Poison.","Fantasi"
"Solo Leveling 4","Seong Jin-woo, hunter terlemah di level E, mendapat kesempatan dari sistem rahasia yang membuatnya bisa meningkatkan levelnya. Pada awalnya, peningkatan levelnya ini masih ia rahasiakan sampai kemudian Jin-woo memutuskan untuk menguji ulang kemampuannya. Di pengujian ulang ini, ternyata Seong Jin-woo telah menjadi seorang hunter level S, level tertinggi di kalangan para hunter.
Cerita karya Chugong ini pertama kali muncul di Korea Selatan dalam bentuk web novel, yang kemudian diadaptasi menjadi webtoon dan juga games.
Di Indonesia, novel serta komik Solo Leveling diterbitkan oleh m&c.

KELEBIHAN
·         Webtoonnya menjadi webtoon Korea yang paling banyak dibaca di Indonesia
·         Komunitas pembacanya tersebar di seluruh dunia dan juga di Indonesia
·         Kabarnya akan dibuat film animasinya
·         Novel volume pertamanya menjadi novel best seller m&c pada 2022 dan juga 2023

Sinopsis buku ke-4
Siaran langsung raid di Pulau Jeju disambut gegap gempita oleh rakyat Korea. Mereka menjadi saksi kemenangan saat kepala ratu semut terguling di tanah.
Tirai pertarungan selama 4 tahun ini turun juga.
Akhirnya….
Benarkah?
Sebuah bayangan menghadang di pintu. Bayangan yang kemudian menumbangkan para hunter level S satu per satu. Bayangan yang memburu raja para hunter untuk membalaskan kematian ratunya. Bayangan itu pula lah yang diterjang badai aura kekuatan luar biasa dari dalam gua. 
Raja?
Di manakah raja manusia-manusia pembunuh ratu?","Fantasi"
"Percy Jackson And The Olympians #6: The Chalice Of The Gods","Terkadang, aku bisa sangat membenci ayahku (baca: Poseidon).
Pada usia 17, dalam kesibukanku mendaftar kuliah di Universitas Roma Baru, aku diberi tahu bahwa aku membutuhkan 3 surat rekomendasi dari 3 dewa berbeda. Untuk alasan menyebalkan: eksistensiku di dunia ini menyalahi aturan. Aku tidak layak masuk Roma Baru hanya karena ayahku melanggar perjanjian: dewa Tiga Besar tidak boleh punya anak demigod.
Tentu saja Dad sangat membantu. Zeus minta 25, Dad menawar jadi 3 surat saja. Dan, aku tidak boleh menyodorkan formulir kepada para dewa. Merekalah yang harus mendatangiku, dengan misi untuk kuselesaikan (AKU BENCI MISI!).
Bagian yang membuatku membenci Poseidon? Dia memasang posterku di seluruh penjuru Olympus. Foto yang diambil dari cermin kamar mandiku saat rambutku basah, dengan mata mengantuk, dan mulut menjepit sikat gigi. Foto nista yang entah diambil oleh siapa dan kini dilihat oleh semua dewa dan—aku sungguh tidak ingin membicarakannya

Percy Jackson, Mengubah jadwal kencanku dengan Annabeth menjadi sesi curhat

Keunggulan :
- The Chalice of the Gods mengambil latar saat Percy kelas 12, selepas seri Percy Jackson and the Olympians dan sebelum seri The Trials of Apollo. Rick menulis buku ini untuk menyambut seri Percy Jackson and the Olympians yang akan tayang di Disney+.
- Sampul akan mengikuti 5 sampul sebelumnya, dibuat seragam.
- Akan ada 5 ilustrasi hitam-putih di dalam buku dan bookmark dalam bentuk postcard, seragam juga dengan 5 buku sebelumnya.
- Buku ini kembali diceritakan dari sudut pandang “aku” Percy Jackson, dengan humor khas Percy yang digemari banyak pembaca.
- Annabeth dan Grover akan kembali muncul sebagai tokoh utama dalam buku ini, dengan dewa-dewi lama dan baru yang muncul sepanjang cerita.","Fantasi"
"Khyona Di Bawah Mantra Elang Perak","Liburan yang Kari pikir akan menjadi sebuah kejutan ulang tahun justru berubah menjadi petaka. Saat ia dijemput oleh dua orang berkuda ke Khyona, ia kira itu adalah bagian dari rencana ibu dan saudarinya. Namun, saat orang-orang asing itu bicara soal misi pembunuhan, Kari sadar mereka menjemput orang yang salah! Sialnya, Kari tidak bisa kabur begitu saja. 

Salah-salah, justru nyawanya yang akan terancam. Terlebih, Khyona bukan sembarang kota, bukan sembarang dunia. Untuk bisa keluar masuk, ia membutuhkan mantra. Bagaimana Kari menyelamatkan diri? Bagaimana pula ia menyelamatkan keluarganya, yang justru bersama sang pembunuh sesungguhnya? Prolog: Ini hari yang cerah, tetapi sekarang matahari merayap ke cakrawala dan semakin dingin. Tanpa sadar pemuda itu menarik jubahnya lebih erat ke tubuhnya. Kemudian dia berjongkok untuk meletakkan tangannya di atas batu kasar dan meraba tanah, dia menyukai bagaimana batu itu terasa di telapak tangannya. Di tempat ini isi perut bumi sangat terjaga. Dia merasakan pancaran panas di dalamnya, menunggu untuk meletus. Gunung berapi itu baik-baik saja, tidak diragukan lagi. Untuk sesaat dia iri dengan betapa hidupnya gunung ini. Kadang gunung itu terlihat lebih gesit daripada dirinya. Apakah isi perut bumi yang beku akan berubah? 

Dia tahu api di perut bumi akan meledak ke permukaan. Imajinasinya sudah mencoba untuk menggambarkan itu, dari apa yang telah ia lihat berkali-kali sebelumnya. Namun dia segera mengabaikannya, melalui pikiran dan perasaannya, mereka bisa menjadi kenyataan dan bahayanya terlalu besar. Akan tetapi, belum tiba waktu gunung berapi ini untuk meledak. Memiliki begitu banyak kekuatan kadang melelahkan, tetapi kekuatan itu sudah menjadi bagian dirinya sejak lama. Mengapa Gunnar tidak bekerja lebih keras untuk mengendalikannya? Sial, aku seharusnya berlatih dengannya! Ya, itu sebenarnya pekerjaan orangtua kita, tapi tetap saja.... 

Selling Point: 
- Merupakan novel yang memadukan latar modern dan fantasi. 
- Menyajikan unsur petualangan, aksi heroik, kisah keluarga yang rumit, serta asam manis cinta remaja. 
- Berlatar di Islandia, novel ini menawarkan keindahan alam yang menawan dan menakjubkan.","Fantasi"
